Project,Bug Id,Number of buggy methods,Stack Trace (ST) size,Position of the first buggy method into the ST,Precision ST Top 10,Recall ST Top 10,F1 ST Top 10,Number of fake failing tests modifiedOchiai1.0,Number of fake passing tests modifiedOchiai1.0,Position of the first buggy method into the modifiedOchiai1.0,Precision modifiedOchiai1.0 Top 10,Recall modifiedOchiai1.0 Top 10,F1 modifiedOchiai1.0 Top 10,Number of fake failing tests modifiedOchiai1.1,Number of fake passing tests modifiedOchiai1.1,Position of the first buggy method into the modifiedOchiai1.1,Precision modifiedOchiai1.1 Top 10,Recall modifiedOchiai1.1 Top 10,F1 modifiedOchiai1.1 Top 10,Number of fake failing tests modifiedOchiai2.0,Number of fake passing tests modifiedOchiai2.0,Position of the first buggy method into the modifiedOchiai2.0,Precision modifiedOchiai2.0 Top 10,Recall modifiedOchiai2.0 Top 10,F1 modifiedOchiai2.0 Top 10,Number of fake failing tests modifiedOchiai2.1,Number of fake passing tests modifiedOchiai2.1,Position of the first buggy method into the modifiedOchiai2.1,Precision modifiedOchiai2.1 Top 10,Recall modifiedOchiai2.1 Top 10,F1 modifiedOchiai2.1 Top 10,Number of fake failing tests modifiedOchiai2.2,Number of fake passing tests modifiedOchiai2.2,Position of the first buggy method into the modifiedOchiai2.2,Precision modifiedOchiai2.2 Top 10,Recall modifiedOchiai2.2 Top 10,F1 modifiedOchiai2.2 Top 10,Number of fake failing tests modifiedOchiai3.0,Number of fake passing tests modifiedOchiai3.0,Position of the first buggy method into the modifiedOchiai3.0,Precision modifiedOchiai3.0 Top 10,Recall modifiedOchiai3.0 Top 10,F1 modifiedOchiai3.0 Top 10,Number of fake failing tests modifiedOchiai3.1,Number of fake passing tests modifiedOchiai3.1,Position of the first buggy method into the modifiedOchiai3.1,Precision modifiedOchiai3.1 Top 10,Recall modifiedOchiai3.1 Top 10,F1 modifiedOchiai3.1 Top 10,Number of fake failing tests modifiedOchiai3.1.1,Number of fake passing tests modifiedOchiai3.1.1,Position of the first buggy method into the modifiedOchiai3.1.1,Precision modifiedOchiai3.1.1 Top 10,Recall modifiedOchiai3.1.1 Top 10,F1 modifiedOchiai3.1.1 Top 10,Number of fake failing tests modifiedOchiai3.1.2,Number of fake passing tests modifiedOchiai3.1.2,Position of the first buggy method into the modifiedOchiai3.1.2,Precision modifiedOchiai3.1.2 Top 10,Recall modifiedOchiai3.1.2 Top 10,F1 modifiedOchiai3.1.2 Top 10,Number of fake failing tests modifiedOchiai3.1.3,Number of fake passing tests modifiedOchiai3.1.3,Position of the first buggy method into the modifiedOchiai3.1.3,Precision modifiedOchiai3.1.3 Top 10,Recall modifiedOchiai3.1.3 Top 10,F1 modifiedOchiai3.1.3 Top 10,Number of fake failing tests modifiedOchiai3.1.4,Number of fake passing tests modifiedOchiai3.1.4,Position of the first buggy method into the modifiedOchiai3.1.4,Precision modifiedOchiai3.1.4 Top 10,Recall modifiedOchiai3.1.4 Top 10,F1 modifiedOchiai3.1.4 Top 10,Number of fake failing tests modifiedOchiai3.1.5,Number of fake passing tests modifiedOchiai3.1.5,Position of the first buggy method into the modifiedOchiai3.1.5,Precision modifiedOchiai3.1.5 Top 10,Recall modifiedOchiai3.1.5 Top 10,F1 modifiedOchiai3.1.5 Top 10,Number of fake failing tests modifiedOchiai3.1.6,Number of fake passing tests modifiedOchiai3.1.6,Position of the first buggy method into the modifiedOchiai3.1.6,Precision modifiedOchiai3.1.6 Top 10,Recall modifiedOchiai3.1.6 Top 10,F1 modifiedOchiai3.1.6 Top 10,Number of fake failing tests modifiedOchiai3.1.7,Number of fake passing tests modifiedOchiai3.1.7,Position of the first buggy method into the modifiedOchiai3.1.7,Precision modifiedOchiai3.1.7 Top 10,Recall modifiedOchiai3.1.7 Top 10,F1 modifiedOchiai3.1.7 Top 10,Number of fake failing tests modifiedOchiai3.1.7woST,Number of fake passing tests modifiedOchiai3.1.7woST,Position of the first buggy method into the modifiedOchiai3.1.7woST,Precision modifiedOchiai3.1.7woST Top 10,Recall modifiedOchiai3.1.7woST Top 10,F1 modifiedOchiai3.1.7woST Top 10,Number of fake failing tests modifiedOchiai3.2,Number of fake passing tests modifiedOchiai3.2,Position of the first buggy method into the modifiedOchiai3.2,Precision modifiedOchiai3.2 Top 10,Recall modifiedOchiai3.2 Top 10,F1 modifiedOchiai3.2 Top 10,Number of fake failing tests modifiedOchiai4.0,Number of fake passing tests modifiedOchiai4.0,Position of the first buggy method into the modifiedOchiai4.0,Precision modifiedOchiai4.0 Top 10,Recall modifiedOchiai4.0 Top 10,F1 modifiedOchiai4.0 Top 10,Number of fake failing tests modifiedOchiai4.1,Number of fake passing tests modifiedOchiai4.1,Position of the first buggy method into the modifiedOchiai4.1,Precision modifiedOchiai4.1 Top 10,Recall modifiedOchiai4.1 Top 10,F1 modifiedOchiai4.1 Top 10,Number of fake failing tests modifiedOchiai4.2,Number of fake passing tests modifiedOchiai4.2,Position of the first buggy method into the modifiedOchiai4.2,Precision modifiedOchiai4.2 Top 10,Recall modifiedOchiai4.2 Top 10,F1 modifiedOchiai4.2 Top 10,Number of fake failing tests modifiedOchiai5.0,Number of fake passing tests modifiedOchiai5.0,Position of the first buggy method into the modifiedOchiai5.0,Precision modifiedOchiai5.0 Top 10,Recall modifiedOchiai5.0 Top 10,F1 modifiedOchiai5.0 Top 10,Number of fake failing tests modifiedOchiai5.1,Number of fake passing tests modifiedOchiai5.1,Position of the first buggy method into the modifiedOchiai5.1,Precision modifiedOchiai5.1 Top 10,Recall modifiedOchiai5.1 Top 10,F1 modifiedOchiai5.1 Top 10,Number of fake failing tests originalOchiai,Number of fake passing tests originalOchiai,Position of the first buggy method into the originalOchiai,Precision originalOchiai Top 10,Recall originalOchiai Top 10,F1 originalOchiai Top 10
Gson,5,1,55,15,0.0,0.0,0.0,672,1298,688,0.0,0.0,0.0,672,1298,688,0.0,0.0,0.0,8,1962,688,0.0,0.0,0.0,8,1962,688,0.0,0.0,0.0,6,1964,688,0.0,0.0,0.0,2,1968,688,0.0,0.0,0.0,20,1950,688,0.0,0.0,0.0,20,1950,34,0.0,0.0,0.0,20,1950,34,0.0,0.0,0.0,20,1950,34,0.0,0.0,0.0,30,1940,54,0.0,0.0,0.0,10,1960,32,0.0,0.0,0.0,40,1930,103,0.0,0.0,0.0,30,1940,33,0.0,0.0,0.0,30,1940,688,0.0,0.0,0.0,20,1950,688,0.0,0.0,0.0,19.5,1950.5,688,0.0,0.0,0.0,19.5,1950.5,688,0.0,0.0,0.0,58.0,1912.0,688,0.0,0.0,0.0,268,1702,688,0.0,0.0,0.0,268,1702,208,0.0,0.0,0.0,,,,,,
Gson,12,1,1,1,0.1,1.0,0.18181818181818182,,,,,,,,,,,,,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,3,1012,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,5,1010,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9,1006,1,0.1,1.0,0.18181818181818182,9.0,1006.0,1,0.1,1.0,0.18181818181818182,9.0,1006.0,1,0.1,1.0,0.18181818181818182,9.0,1006.0,1,0.1,1.0,0.18181818181818182,8,1007,1,0.1,1.0,0.18181818181818182,8,1007,1,0.1,1.0,0.18181818181818182,,,,,,
Gson,8,1,2,2,0.1,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,989,2,0.1,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,989,not found,0.0,0.0,0.0,,,,,,
Codec,8,5,3,1,0.2,0.4,0.26666666666666666,36,258,1,0.2,0.4,0.26666666666666666,36,258,1,0.2,0.4,0.26666666666666666,4,290,3,0.2,0.4,0.26666666666666666,4,290,3,0.2,0.4,0.26666666666666666,3,291,3,0.2,0.4,0.26666666666666666,1,293,3,0.3,0.6,0.4,10,284,1,0.2,0.4,0.26666666666666666,10,284,1,0.3,0.6,0.4,10,284,1,0.3,0.6,0.4,10,284,1,0.3,0.6,0.4,15,279,1,0.3,0.6,0.4,5,289,1,0.3,0.6,0.4,20,274,1,0.3,0.6,0.4,15,279,1,0.3,0.6,0.4,15,279,1,0.2,0.4,0.26666666666666666,10,284,1,0.2,0.4,0.26666666666666666,1.3333333333333333,292.6666666666667,3,0.3,0.6,0.4,1.3333333333333333,292.6666666666667,3,0.3,0.6,0.4,1.3333333333333333,292.6666666666667,3,0.3,0.6,0.4,38,256,1,0.2,0.4,0.26666666666666666,38,256,1,0.3,0.6,0.4,,,,,,
Cli,14,1,8,5,0.1,1.0,0.18181818181818182,72,467,8,0.1,1.0,0.18181818181818182,71,468,8,0.1,1.0,0.18181818181818182,2,537,42,0.0,0.0,0.0,1,538,16,0.0,0.0,0.0,3,536,23,0.0,0.0,0.0,8,531,23,0.0,0.0,0.0,10,529,19,0.0,0.0,0.0,10,529,7,0.1,1.0,0.18181818181818182,10,529,7,0.1,1.0,0.18181818181818182,10,529,7,0.1,1.0,0.18181818181818182,15,524,5,0.1,1.0,0.18181818181818182,5,534,10,0.1,1.0,0.18181818181818182,20,519,5,0.1,1.0,0.18181818181818182,15,524,5,0.1,1.0,0.18181818181818182,15,524,15,0.0,0.0,0.0,10,529,19,0.0,0.0,0.0,2.4,536.6,29,0.0,0.0,0.0,2.4,536.6,19,0.0,0.0,0.0,2.142857142857143,536.8571428571429,19,0.0,0.0,0.0,50,489,3,0.1,1.0,0.18181818181818182,50,489,5,0.1,1.0,0.18181818181818182,1,538,386,0.0,0.0,0.0
Cli,5,1,3,1,0.1,1.0,0.18181818181818182,24,79,37,0.0,0.0,0.0,21,82,33,0.0,0.0,0.0,63,40,3,0.1,1.0,0.18181818181818182,60,43,3,0.1,1.0,0.18181818181818182,3,100,12,0.0,0.0,0.0,4,99,13,0.0,0.0,0.0,10,93,5,0.1,1.0,0.18181818181818182,10,93,1,0.1,1.0,0.18181818181818182,10,93,1,0.1,1.0,0.18181818181818182,10,93,1,0.1,1.0,0.18181818181818182,15,88,1,0.1,1.0,0.18181818181818182,5,98,1,0.1,1.0,0.18181818181818182,20,83,1,0.1,1.0,0.18181818181818182,15,88,1,0.1,1.0,0.18181818181818182,15,88,5,0.1,1.0,0.18181818181818182,10,93,5,0.1,1.0,0.18181818181818182,36.0,67.0,3,0.1,1.0,0.18181818181818182,36.0,67.0,3,0.1,1.0,0.18181818181818182,36.0,67.0,3,0.1,1.0,0.18181818181818182,68,35,3,0.1,1.0,0.18181818181818182,68,35,1,0.1,1.0,0.18181818181818182,3,102,155,0.0,0.0,0.0
Math,81,4,7,1,0.3,0.75,0.4285714285714285,20,2075,5,0.2,0.5,0.28571428571428575,19,2076,5,0.2,0.5,0.28571428571428575,16,2079,11,0.0,0.0,0.0,15,2080,11,0.0,0.0,0.0,3,2092,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,10,2085,11,0.0,0.0,0.0,10,2085,1,0.2,0.5,0.28571428571428575,10,2085,1,0.2,0.5,0.28571428571428575,10,2085,1,0.2,0.5,0.28571428571428575,15,2080,1,0.2,0.5,0.28571428571428575,5,2090,1,0.3,0.75,0.4285714285714285,20,2075,1,0.3,0.75,0.4285714285714285,15,2080,1,0.2,0.5,0.28571428571428575,15,2080,11,0.0,0.0,0.0,10,2085,11,0.0,0.0,0.0,10.4,2084.6,11,0.0,0.0,0.0,10.4,2084.6,11,0.0,0.0,0.0,10.4,2084.6,11,0.0,0.0,0.0,34,2061,4,0.2,0.5,0.28571428571428575,34,2061,1,0.4,1.0,0.5714285714285715,1,2087,2839,0.0,0.0,0.0
Math,79,1,1,not found,0.0,0.0,0.0,1,2094,2839,0.0,0.0,0.0,,,,,,,2,2093,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1.0,2094.0,12,0.0,0.0,0.0,1.0,2094.0,12,0.0,0.0,0.0,1.0,2094.0,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2094,12,0.0,0.0,0.0,1,2087,2839,0.0,0.0,0.0
Math,97,5,2,1,0.1,0.2,0.13333333333333333,,,,,,,,,,,,,2,2013,1308,0.0,0.0,0.0,2,2013,1308,0.0,0.0,0.0,2,2013,1308,0.0,0.0,0.0,2,2013,1308,0.0,0.0,0.0,2,2013,1308,0.0,0.0,0.0,2,2013,1,0.1,0.2,0.13333333333333333,2,2013,1,0.1,0.2,0.13333333333333333,2,2013,1,0.1,0.2,0.13333333333333333,2,2013,1,0.1,0.2,0.13333333333333333,2,2013,1,0.1,0.2,0.13333333333333333,2,2013,1,0.1,0.2,0.13333333333333333,2,2013,1,0.1,0.2,0.13333333333333333,2,2013,1308,0.0,0.0,0.0,2,2013,1308,0.0,0.0,0.0,2.0,2013.0,1308,0.0,0.0,0.0,2.0,2013.0,1308,0.0,0.0,0.0,2.0,2013.0,1308,0.0,0.0,0.0,,,,,,,0,2015,2,0.1,0.2,0.13333333333333333,,,,,,
Time,10,1,11,4,0.1,1.0,0.18181818181818182,2032,1900,1044,0.0,0.0,0.0,2030,1902,1044,0.0,0.0,0.0,22,3910,2996,0.0,0.0,0.0,1,3931,2996,0.0,0.0,0.0,1,3931,3,0.1,1.0,0.18181818181818182,1,3931,3,0.1,1.0,0.18181818181818182,10,3922,1,0.1,1.0,0.18181818181818182,10,3922,2,0.1,1.0,0.18181818181818182,10,3922,2,0.1,1.0,0.18181818181818182,10,3922,2,0.1,1.0,0.18181818181818182,15,3917,2,0.1,1.0,0.18181818181818182,5,3927,2,0.1,1.0,0.18181818181818182,20,3912,2,0.1,1.0,0.18181818181818182,15,3917,2,0.1,1.0,0.18181818181818182,15,3917,1,0.1,1.0,0.18181818181818182,10,3922,17,0.0,0.0,0.0,392.0,3540.0,471,0.0,0.0,0.0,392.0,3540.0,41,0.0,0.0,0.0,387.6,3544.4,456,0.0,0.0,0.0,2030,1902,1044,0.0,0.0,0.0,2030,1902,518,0.0,0.0,0.0,21,3922,2996,0.0,0.0,0.0
Time,14,1,8,3,0.1,1.0,0.18181818181818182,1995,1881,2985,0.0,0.0,0.0,1993,1883,2985,0.0,0.0,0.0,21,3855,2985,0.0,0.0,0.0,1,3875,2985,0.0,0.0,0.0,3,3873,2985,0.0,0.0,0.0,1,3875,2985,0.0,0.0,0.0,10,3866,2985,0.0,0.0,0.0,10,3866,5,0.1,1.0,0.18181818181818182,10,3866,5,0.1,1.0,0.18181818181818182,10,3866,5,0.1,1.0,0.18181818181818182,15,3861,6,0.1,1.0,0.18181818181818182,5,3871,4,0.1,1.0,0.18181818181818182,20,3856,6,0.1,1.0,0.18181818181818182,15,3861,6,0.1,1.0,0.18181818181818182,15,3861,2985,0.0,0.0,0.0,10,3866,2985,0.0,0.0,0.0,373.6,3502.4,2985,0.0,0.0,0.0,373.6,3502.4,2985,0.0,0.0,0.0,311.6666666666667,3564.3333333333335,2985,0.0,0.0,0.0,1788,2088,2985,0.0,0.0,0.0,1788,2088,499,0.0,0.0,0.0,20,3866,2985,0.0,0.0,0.0
Lang,61,1,40,not found,0.0,0.0,0.0,61,1610,1251,0.0,0.0,0.0,42,1629,1251,0.0,0.0,0.0,26,1645,1251,0.0,0.0,0.0,7,1664,1251,0.0,0.0,0.0,1,1670,1251,0.0,0.0,0.0,1,1670,1251,0.0,0.0,0.0,10,1661,1251,0.0,0.0,0.0,10,1661,1269,0.0,0.0,0.0,10,1661,1269,0.0,0.0,0.0,10,1661,1269,0.0,0.0,0.0,13,1658,1269,0.0,0.0,0.0,5,1666,1269,0.0,0.0,0.0,13,1658,1269,0.0,0.0,0.0,13,1658,1269,0.0,0.0,0.0,13,1658,1251,0.0,0.0,0.0,10,1661,1251,0.0,0.0,0.0,7.0,1664.0,1251,0.0,0.0,0.0,7.0,1664.0,1251,0.0,0.0,0.0,7.0,1664.0,1251,0.0,0.0,0.0,40,1631,1251,0.0,0.0,0.0,40,1631,1269,0.0,0.0,0.0,19,1664,1251,0.0,0.0,0.0
Lang,6,1,5,3,0.1,1.0,0.18181818181818182,37,2215,1,0.1,1.0,0.18181818181818182,34,2218,1,0.1,1.0,0.18181818181818182,4,2248,62,0.0,0.0,0.0,1,2251,33,0.0,0.0,0.0,1,2251,33,0.0,0.0,0.0,1,2251,33,0.0,0.0,0.0,10,2242,32,0.0,0.0,0.0,10,2242,1,0.1,1.0,0.18181818181818182,10,2242,1,0.1,1.0,0.18181818181818182,10,2242,1,0.1,1.0,0.18181818181818182,15,2237,1,0.1,1.0,0.18181818181818182,5,2247,2,0.1,1.0,0.18181818181818182,20,2232,1,0.1,1.0,0.18181818181818182,15,2237,1,0.1,1.0,0.18181818181818182,15,2237,32,0.0,0.0,0.0,10,2242,32,0.0,0.0,0.0,5.666666666666667,2246.3333333333335,32,0.0,0.0,0.0,5.666666666666667,2246.3333333333335,32,0.0,0.0,0.0,5.666666666666667,2246.3333333333335,32,0.0,0.0,0.0,35,2217,1,0.1,1.0,0.18181818181818182,35,2217,1,0.1,1.0,0.18181818181818182,3,2245,1528,0.0,0.0,0.0
Lang,19,1,6,2,0.1,1.0,0.18181818181818182,96,5502,37,0.0,0.0,0.0,90,5508,37,0.0,0.0,0.0,33,5565,2,0.1,1.0,0.18181818181818182,24,5574,2,0.1,1.0,0.18181818181818182,9,5589,5,0.1,1.0,0.18181818181818182,3,5595,3,0.1,1.0,0.18181818181818182,30,5568,32,0.0,0.0,0.0,30,5568,4,0.1,1.0,0.18181818181818182,30,5568,4,0.1,1.0,0.18181818181818182,30,5568,4,0.1,1.0,0.18181818181818182,45,5553,3,0.1,1.0,0.18181818181818182,15,5583,2,0.1,1.0,0.18181818181818182,60,5538,3,0.1,1.0,0.18181818181818182,45,5553,3,0.1,1.0,0.18181818181818182,45,5553,31,0.0,0.0,0.0,30,5568,32,0.0,0.0,0.0,19.5,5578.5,37,0.0,0.0,0.0,19.5,5578.5,41,0.0,0.0,0.0,19.5,5578.5,40,0.0,0.0,0.0,87,5511,37,0.0,0.0,0.0,87,5511,2,0.1,1.0,0.18181818181818182,3,5591,1365,0.0,0.0,0.0
Lang,37,1,1,1,0.1,1.0,0.18181818181818182,3,1604,1193,0.0,0.0,0.0,,,,,,,6,1601,7,0.1,1.0,0.18181818181818182,3,1604,2,0.1,1.0,0.18181818181818182,3,1604,2,0.1,1.0,0.18181818181818182,1,1606,1,0.1,1.0,0.18181818181818182,3,1604,2,0.1,1.0,0.18181818181818182,3,1604,1,0.1,1.0,0.18181818181818182,3,1604,1,0.1,1.0,0.18181818181818182,3,1604,1,0.1,1.0,0.18181818181818182,3,1604,1,0.1,1.0,0.18181818181818182,3,1604,1,0.1,1.0,0.18181818181818182,3,1604,1,0.1,1.0,0.18181818181818182,3,1604,1,0.1,1.0,0.18181818181818182,3,1604,2,0.1,1.0,0.18181818181818182,3,1604,2,0.1,1.0,0.18181818181818182,1.0,1606.0,1,0.1,1.0,0.18181818181818182,1.0,1606.0,1,0.1,1.0,0.18181818181818182,1.0,1606.0,1,0.1,1.0,0.18181818181818182,3,1604,2,0.1,1.0,0.18181818181818182,3,1604,1,0.1,1.0,0.18181818181818182,3,1600,1193,0.0,0.0,0.0
Jsoup,82,1,10,not found,0.0,0.0,0.0,531,106,322,0.0,0.0,0.0,531,106,322,0.0,0.0,0.0,5,632,1151,0.0,0.0,0.0,5,632,1151,0.0,0.0,0.0,3,634,1151,0.0,0.0,0.0,5,632,1151,0.0,0.0,0.0,10,627,267,0.0,0.0,0.0,10,627,275,0.0,0.0,0.0,10,627,275,0.0,0.0,0.0,10,627,275,0.0,0.0,0.0,15,622,307,0.0,0.0,0.0,5,632,1156,0.0,0.0,0.0,20,617,354,0.0,0.0,0.0,15,622,307,0.0,0.0,0.0,15,622,299,0.0,0.0,0.0,10,627,306,0.0,0.0,0.0,118.0,519.0,567,0.0,0.0,0.0,118.0,519.0,579,0.0,0.0,0.0,143.33333333333334,493.6666666666667,569,0.0,0.0,0.0,,,,,,,0,637,322,0.0,0.0,0.0,,,,,,
Jsoup,84,1,36,4,0.1,1.0,0.18181818181818182,412,116,not found,0.0,0.0,0.0,411,117,not found,0.0,0.0,0.0,5,523,not found,0.0,0.0,0.0,4,524,not found,0.0,0.0,0.0,3,525,not found,0.0,0.0,0.0,358,170,not found,0.0,0.0,0.0,10,518,not found,0.0,0.0,0.0,10,518,not found,0.0,0.0,0.0,10,518,not found,0.0,0.0,0.0,10,518,not found,0.0,0.0,0.0,15,513,not found,0.0,0.0,0.0,5,523,not found,0.0,0.0,0.0,20,508,not found,0.0,0.0,0.0,15,513,72,0.0,0.0,0.0,15,513,not found,0.0,0.0,0.0,10,518,not found,0.0,0.0,0.0,358.0,170.0,not found,0.0,0.0,0.0,358.0,170.0,not found,0.0,0.0,0.0,121.33333333333333,406.6666666666667,not found,0.0,0.0,0.0,4,524,not found,0.0,0.0,0.0,4,524,not found,0.0,0.0,0.0,1,522,not found,0.0,0.0,0.0
Jsoup,27,1,5,not found,0.0,0.0,0.0,12,332,884,0.0,0.0,0.0,12,332,884,0.0,0.0,0.0,12,332,884,0.0,0.0,0.0,12,332,884,0.0,0.0,0.0,3,341,884,0.0,0.0,0.0,3,341,884,0.0,0.0,0.0,10,334,884,0.0,0.0,0.0,10,334,887,0.0,0.0,0.0,10,334,887,0.0,0.0,0.0,10,334,887,0.0,0.0,0.0,12,332,887,0.0,0.0,0.0,5,339,887,0.0,0.0,0.0,12,332,887,0.0,0.0,0.0,12,332,887,0.0,0.0,0.0,12,332,884,0.0,0.0,0.0,10,334,884,0.0,0.0,0.0,3.0,341.0,884,0.0,0.0,0.0,3.0,341.0,884,0.0,0.0,0.0,3.0,341.0,884,0.0,0.0,0.0,7,337,884,0.0,0.0,0.0,7,337,887,0.0,0.0,0.0,,,,,,
Jsoup,90,1,8,1,0.1,1.0,0.18181818181818182,26,645,not found,0.0,0.0,0.0,26,645,not found,0.0,0.0,0.0,26,645,not found,0.0,0.0,0.0,26,645,not found,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,671,1,0.1,1.0,0.18181818181818182,,,,,,,10,661,not found,0.0,0.0,0.0,,,,,,,,,,,,,23.0,648.0,not found,0.0,0.0,0.0,,,,,,,0,671,not found,0.0,0.0,0.0,,,,,,
Jsoup,34,1,9,1,0.1,1.0,0.18181818181818182,326,70,463,0.0,0.0,0.0,326,70,463,0.0,0.0,0.0,1,395,957,0.0,0.0,0.0,1,395,957,0.0,0.0,0.0,1,395,957,0.0,0.0,0.0,1,395,957,0.0,0.0,0.0,10,386,12,0.0,0.0,0.0,10,386,1,0.1,1.0,0.18181818181818182,10,386,1,0.1,1.0,0.18181818181818182,10,386,1,0.1,1.0,0.18181818181818182,15,381,1,0.1,1.0,0.18181818181818182,5,391,1,0.1,1.0,0.18181818181818182,20,376,1,0.1,1.0,0.18181818181818182,15,381,1,0.1,1.0,0.18181818181818182,15,381,15,0.0,0.0,0.0,10,386,3,0.1,1.0,0.18181818181818182,84.5,311.5,2,0.1,1.0,0.18181818181818182,84.5,311.5,3,0.1,1.0,0.18181818181818182,182.75,213.25,186,0.0,0.0,0.0,326,70,463,0.0,0.0,0.0,326,70,3,0.1,1.0,0.18181818181818182,,,,,,
Jsoup,80,1,9,4,0.1,1.0,0.18181818181818182,497,140,787,0.0,0.0,0.0,497,140,787,0.0,0.0,0.0,4,633,1151,0.0,0.0,0.0,4,633,1151,0.0,0.0,0.0,3,634,1151,0.0,0.0,0.0,3,634,1151,0.0,0.0,0.0,10,627,31,0.0,0.0,0.0,10,627,13,0.0,0.0,0.0,10,627,13,0.0,0.0,0.0,10,627,13,0.0,0.0,0.0,15,622,14,0.0,0.0,0.0,5,632,8,0.1,1.0,0.18181818181818182,20,617,11,0.0,0.0,0.0,15,622,14,0.0,0.0,0.0,15,622,60,0.0,0.0,0.0,10,627,31,0.0,0.0,0.0,9.666666666666666,627.3333333333334,217,0.0,0.0,0.0,9.666666666666666,627.3333333333334,174,0.0,0.0,0.0,149.28571428571428,487.7142857142857,387,0.0,0.0,0.0,501,136,790,0.0,0.0,0.0,501,136,299,0.0,0.0,0.0,,,,,,
Jsoup,54,1,5,1,0.1,1.0,0.18181818181818182,384,99,not found,0.0,0.0,0.0,384,99,not found,0.0,0.0,0.0,3,480,not found,0.0,0.0,0.0,3,480,not found,0.0,0.0,0.0,3,480,not found,0.0,0.0,0.0,2,481,not found,0.0,0.0,0.0,10,473,not found,0.0,0.0,0.0,10,473,not found,0.0,0.0,0.0,10,473,not found,0.0,0.0,0.0,10,473,not found,0.0,0.0,0.0,15,468,not found,0.0,0.0,0.0,5,478,not found,0.0,0.0,0.0,20,463,not found,0.0,0.0,0.0,15,468,1,0.1,1.0,0.18181818181818182,15,468,not found,0.0,0.0,0.0,10,473,not found,0.0,0.0,0.0,114.33333333333333,368.6666666666667,not found,0.0,0.0,0.0,114.33333333333333,368.6666666666667,not found,0.0,0.0,0.0,114.33333333333333,368.6666666666667,not found,0.0,0.0,0.0,384,99,not found,0.0,0.0,0.0,384,99,not found,0.0,0.0,0.0,,,,,,
Jsoup,78,2,19,6,0.0,0.0,0.0,547,81,332,0.0,0.0,0.0,547,81,332,0.0,0.0,0.0,4,624,66,0.0,0.0,0.0,4,624,66,0.0,0.0,0.0,3,625,8,0.1,0.5,0.16666666666666669,38,590,6,0.1,0.5,0.16666666666666669,10,618,7,0.1,0.5,0.16666666666666669,10,618,3,0.1,0.5,0.16666666666666669,10,618,3,0.1,0.5,0.16666666666666669,10,618,3,0.1,0.5,0.16666666666666669,15,613,3,0.1,0.5,0.16666666666666669,5,623,4,0.1,0.5,0.16666666666666669,20,608,3,0.1,0.5,0.16666666666666669,15,613,3,0.1,0.5,0.16666666666666669,15,613,6,0.1,0.5,0.16666666666666669,10,618,13,0.0,0.0,0.0,378.25,249.75,250,0.0,0.0,0.0,378.25,249.75,215,0.0,0.0,0.0,295.14285714285717,332.85714285714283,215,0.0,0.0,0.0,492,136,316,0.0,0.0,0.0,492,136,223,0.0,0.0,0.0,,,,,,
